img_id,filename,original_path,class_id,class_name,is_train,orig_width,orig_height,bbox_x,bbox_y,bbox_w,bbox_h,bbox_ratio,target_width,target_height,hflip_applied
853,00853_Painted_Bunting_0025_16722.jpg,016.Painted_Bunting/Painted_Bunting_0025_16722.jpg,16,016.Painted_Bunting,1,500,338,178.0,79.0,262.0,202.0,1.297,224,224,1
892,00892_Painted_Bunting_0032_16605.jpg,016.Painted_Bunting/Painted_Bunting_0032_16605.jpg,16,016.Painted_Bunting,0,500,375,73.0,81.0,241.0,203.0,1.1872,224,224,0
894,00894_Painted_Bunting_0060_15224.jpg,016.Painted_Bunting/Painted_Bunting_0060_15224.jpg,16,016.Painted_Bunting,1,500,333,94.0,107.0,154.0,121.0,1.2727,224,224,0
916,00916_Cardinal_0019_17368.jpg,017.Cardinal/Cardinal_0019_17368.jpg,17,017.Cardinal,1,500,333,125.0,89.0,374.0,236.0,1.5847,224,224,1
927,00927_Cardinal_0020_18664.jpg,017.Cardinal/Cardinal_0020_18664.jpg,17,017.Cardinal,1,500,386,87.0,68.0,384.0,277.0,1.3863,224,224,1
935,00935_Cardinal_0037_18092.jpg,017.Cardinal/Cardinal_0037_18092.jpg,17,017.Cardinal,1,445,500,53.0,97.0,238.0,264.0,0.9015,224,224,0
937,00937_Cardinal_0056_18352.jpg,017.Cardinal/Cardinal_0056_18352.jpg,17,017.Cardinal,1,500,375,98.0,1.0,349.0,357.0,0.9776,224,224,1
947,00947_Cardinal_0057_17128.jpg,017.Cardinal/Cardinal_0057_17128.jpg,17,017.Cardinal,1,500,393,26.0,32.0,415.0,251.0,1.6534,224,224,0
998,00998_Gray_Catbird_0043_21008.jpg,019.Gray_Catbird/Gray_Catbird_0043_21008.jpg,19,019.Gray_Catbird,0,500,333,86.0,87.0,201.0,161.0,1.2484,224,224,0
999,00999_Gray_Catbird_0032_21551.jpg,019.Gray_Catbird/Gray_Catbird_0032_21551.jpg,19,019.Gray_Catbird,0,500,375,2.0,69.0,457.0,311.0,1.4695,224,224,0
1014,01014_Gray_Catbird_0075_21125.jpg,019.Gray_Catbird/Gray_Catbird_0075_21125.jpg,19,019.Gray_Catbird,0,500,383,49.0,48.0,355.0,318.0,1.1164,224,224,0
1047,01047_Gray_Catbird_0138_20945.jpg,019.Gray_Catbird/Gray_Catbird_0138_20945.jpg,19,019.Gray_Catbird,0,446,500,31.0,6.0,414.0,426.0,0.9718,224,224,1
1062,01062_Yellow_Breasted_Chat_0063_21783.jpg,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0063_21783.jpg,20,020.Yellow_breasted_Chat,0,500,398,82.0,123.0,277.0,205.0,1.3512,224,224,0
1083,01083_Yellow_Breasted_Chat_0071_22129.jpg,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0071_22129.jpg,20,020.Yellow_breasted_Chat,1,500,336,100.0,160.0,194.0,129.0,1.5039,224,224,0
1146,01146_Eastern_Towhee_0007_22172.jpg,021.Eastern_Towhee/Eastern_Towhee_0007_22172.jpg,21,021.Eastern_Towhee,1,500,413,20.0,60.0,390.0,267.0,1.4607,224,224,0
1148,01148_Eastern_Towhee_0108_22182.jpg,021.Eastern_Towhee/Eastern_Towhee_0108_22182.jpg,21,021.Eastern_Towhee,0,500,357,21.0,97.0,276.0,202.0,1.3663,224,224,0
1152,01152_Eastern_Towhee_0117_22741.jpg,021.Eastern_Towhee/Eastern_Towhee_0117_22741.jpg,21,021.Eastern_Towhee,1,500,356,265.0,152.0,180.0,163.0,1.1043,224,224,1
1165,01165_Eastern_Towhee_0082_22330.jpg,021.Eastern_Towhee/Eastern_Towhee_0082_22330.jpg,21,021.Eastern_Towhee,1,500,333,88.0,110.0,212.0,148.0,1.4324,224,224,1
1166,01166_Eastern_Towhee_0013_22336.jpg,021.Eastern_Towhee/Eastern_Towhee_0013_22336.jpg,21,021.Eastern_Towhee,1,500,351,25.0,110.0,292.0,186.0,1.5699,224,224,0
1171,01171_Eastern_Towhee_0027_22372.jpg,021.Eastern_Towhee/Eastern_Towhee_0027_22372.jpg,21,021.Eastern_Towhee,1,436,500,55.0,21.0,331.0,470.0,0.7043,224,224,1
1174,01174_Eastern_Towhee_0062_22418.jpg,021.Eastern_Towhee/Eastern_Towhee_0062_22418.jpg,21,021.Eastern_Towhee,0,500,375,220.0,179.0,255.0,167.0,1.5269,224,224,1
1405,01405_Bronzed_Cowbird_0012_796247.jpg,026.Bronzed_Cowbird/Bronzed_Cowbird_0012_796247.jpg,26,026.Bronzed_Cowbird,1,500,391,20.0,105.0,370.0,227.0,1.63,224,224,0
1419,01419_Bronzed_Cowbird_0022_796221.jpg,026.Bronzed_Cowbird/Bronzed_Cowbird_0022_796221.jpg,26,026.Bronzed_Cowbird,0,500,333,29.0,77.0,391.0,256.0,1.5273,224,224,0
1422,01422_Bronzed_Cowbird_0043_796224.jpg,026.Bronzed_Cowbird/Bronzed_Cowbird_0043_796224.jpg,26,026.Bronzed_Cowbird,0,500,374,50.0,97.0,325.0,224.0,1.4509,224,224,0
1426,01426_Bronzed_Cowbird_0040_24134.jpg,026.Bronzed_Cowbird/Bronzed_Cowbird_0040_24134.jpg,26,026.Bronzed_Cowbird,1,500,333,204.0,123.0,128.0,101.0,1.2673,224,224,1
1444,01444_Bronzed_Cowbird_0053_24170.jpg,026.Bronzed_Cowbird/Bronzed_Cowbird_0053_24170.jpg,26,026.Bronzed_Cowbird,1,500,343,237.0,64.0,244.0,253.0,0.9644,224,224,1
1454,01454_Bronzed_Cowbird_0019_796242.jpg,026.Bronzed_Cowbird/Bronzed_Cowbird_0019_796242.jpg,26,026.Bronzed_Cowbird,0,500,333,57.0,81.0,260.0,167.0,1.5569,224,224,0
1506,01506_Shiny_Cowbird_0043_796857.jpg,027.Shiny_Cowbird/Shiny_Cowbird_0043_796857.jpg,27,027.Shiny_Cowbird,0,280,191,24.0,26.0,225.0,149.0,1.5101,224,224,1
1521,01521_Shiny_Cowbird_0032_24284.jpg,027.Shiny_Cowbird/Shiny_Cowbird_0032_24284.jpg,27,027.Shiny_Cowbird,0,500,354,106.0,58.0,290.0,175.0,1.6571,224,224,0
1582,01582_American_Crow_0117_25090.jpg,029.American_Crow/American_Crow_0117_25090.jpg,29,029.American_Crow,1,500,333,88.0,55.0,275.0,218.0,1.2615,224,224,0
1621,01621_American_Crow_0074_25350.jpg,029.American_Crow/American_Crow_0074_25350.jpg,29,029.American_Crow,1,500,339,28.0,29.0,441.0,267.0,1.6517,224,224,1
1624,01624_American_Crow_0047_25397.jpg,029.American_Crow/American_Crow_0047_25397.jpg,29,029.American_Crow,1,500,367,15.0,60.0,437.0,258.0,1.6938,224,224,0
1627,01627_American_Crow_0031_25433.jpg,029.American_Crow/American_Crow_0031_25433.jpg,29,029.American_Crow,0,500,333,121.0,24.0,364.0,270.0,1.3481,224,224,1
1659,01659_Fish_Crow_0085_25919.jpg,030.Fish_Crow/Fish_Crow_0085_25919.jpg,30,030.Fish_Crow,0,456,311,117.0,63.0,266.0,175.0,1.52,224,224,1
1685,01685_Fish_Crow_0001_26031.jpg,030.Fish_Crow/Fish_Crow_0001_26031.jpg,30,030.Fish_Crow,1,500,360,173.0,81.0,300.0,200.0,1.5,224,224,1
1941,01941_Purple_Finch_0110_27750.jpg,035.Purple_Finch/Purple_Finch_0110_27750.jpg,35,035.Purple_Finch,1,500,333,168.0,34.0,274.0,249.0,1.1004,224,224,1
1960,01960_Purple_Finch_0091_27425.jpg,035.Purple_Finch/Purple_Finch_0091_27425.jpg,35,035.Purple_Finch,0,500,325,48.0,91.0,255.0,194.0,1.3144,224,224,0
1964,01964_Purple_Finch_0020_27961.jpg,035.Purple_Finch/Purple_Finch_0020_27961.jpg,35,035.Purple_Finch,0,500,375,48.0,108.0,297.0,177.0,1.678,224,224,0
1976,01976_Purple_Finch_0130_27555.jpg,035.Purple_Finch/Purple_Finch_0130_27555.jpg,35,035.Purple_Finch,0,500,335,33.0,36.0,323.0,263.0,1.2281,224,224,0
1979,01979_Purple_Finch_0004_27565.jpg,035.Purple_Finch/Purple_Finch_0004_27565.jpg,35,035.Purple_Finch,1,500,333,148.0,91.0,351.0,231.0,1.5195,224,224,1
2131,02131_Great_Crested_Flycatcher_0031_29825.jpg,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0031_29825.jpg,38,038.Great_Crested_Flycatcher,0,500,334,203.0,109.0,196.0,138.0,1.4203,224,224,0
2357,02357_Vermilion_Flycatcher_0059_42261.jpg,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0059_42261.jpg,42,042.Vermilion_Flycatcher,0,500,413,170.0,65.0,304.0,253.0,1.2016,224,224,1
2594,02594_Gadwall_0058_31660.jpg,046.Gadwall/Gadwall_0058_31660.jpg,46,046.Gadwall,0,500,333,128.0,60.0,250.0,212.0,1.1792,224,224,1
2668,02668_American_Goldfinch_0086_31887.jpg,047.American_Goldfinch/American_Goldfinch_0086_31887.jpg,47,047.American_Goldfinch,1,500,362,145.0,89.0,317.0,235.0,1.3489,224,224,1
2689,02689_American_Goldfinch_0123_32505.jpg,047.American_Goldfinch/American_Goldfinch_0123_32505.jpg,47,047.American_Goldfinch,0,500,375,210.0,56.0,217.0,160.0,1.3562,224,224,1
2718,02718_European_Goldfinch_0041_794645.jpg,048.European_Goldfinch/European_Goldfinch_0041_794645.jpg,48,048.European_Goldfinch,1,500,363,177.0,55.0,248.0,191.0,1.2984,224,224,1
2723,02723_European_Goldfinch_0093_794653.jpg,048.European_Goldfinch/European_Goldfinch_0093_794653.jpg,48,048.European_Goldfinch,1,357,500,80.0,159.0,223.0,135.0,1.6519,224,224,1
2765,02765_European_Goldfinch_0084_33147.jpg,048.European_Goldfinch/European_Goldfinch_0084_33147.jpg,48,048.European_Goldfinch,0,500,379,225.0,100.0,261.0,170.0,1.5353,224,224,1
3022,03022_Western_Grebe_0048_36399.jpg,053.Western_Grebe/Western_Grebe_0048_36399.jpg,53,053.Western_Grebe,0,500,333,187.0,85.0,210.0,147.0,1.4286,224,224,1
3080,03080_Blue_Grosbeak_0041_37174.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0041_37174.jpg,54,054.Blue_Grosbeak,0,465,403,90.0,121.0,232.0,178.0,1.3034,224,224,0
3134,03134_Evening_Grosbeak_0011_37913.jpg,055.Evening_Grosbeak/Evening_Grosbeak_0011_37913.jpg,55,055.Evening_Grosbeak,1,500,333,122.0,54.0,209.0,258.0,0.8101,224,224,0
3135,03135_Evening_Grosbeak_0024_37404.jpg,055.Evening_Grosbeak/Evening_Grosbeak_0024_37404.jpg,55,055.Evening_Grosbeak,0,500,333,9.0,39.0,434.0,277.0,1.5668,224,224,0
3164,03164_Evening_Grosbeak_0069_37684.jpg,055.Evening_Grosbeak/Evening_Grosbeak_0069_37684.jpg,55,055.Evening_Grosbeak,1,500,324,159.0,47.0,287.0,246.0,1.1667,224,224,1
3170,03170_Evening_Grosbeak_0025_37230.jpg,055.Evening_Grosbeak/Evening_Grosbeak_0025_37230.jpg,55,055.Evening_Grosbeak,0,496,500,51.0,152.0,337.0,217.0,1.553,224,224,0
3184,03184_Evening_Grosbeak_0129_37831.jpg,055.Evening_Grosbeak/Evening_Grosbeak_0129_37831.jpg,55,055.Evening_Grosbeak,0,500,334,41.0,89.0,412.0,244.0,1.6885,224,224,0
3187,03187_Evening_Grosbeak_0034_37349.jpg,055.Evening_Grosbeak/Evening_Grosbeak_0034_37349.jpg,55,055.Evening_Grosbeak,1,500,369,140.0,104.0,307.0,231.0,1.329,224,224,1
3281,03281_Rose_Breasted_Grosbeak_0106_39714.jpg,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0106_39714.jpg,57,057.Rose_breasted_Grosbeak,1,500,369,30.0,73.0,367.0,226.0,1.6239,224,224,0
3284,03284_Rose_Breasted_Grosbeak_0089_39211.jpg,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0089_39211.jpg,57,057.Rose_breasted_Grosbeak,0,500,333,114.0,106.0,191.0,113.0,1.6903,224,224,0
3292,03292_Rose_Breasted_Grosbeak_0069_39254.jpg,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0069_39254.jpg,57,057.Rose_breasted_Grosbeak,0,500,319,170.0,135.0,176.0,133.0,1.3233,224,224,0
3360,03360_Pigeon_Guillemot_0098_39902.jpg,058.Pigeon_Guillemot/Pigeon_Guillemot_0098_39902.jpg,58,058.Pigeon_Guillemot,1,500,333,184.0,116.0,214.0,132.0,1.6212,224,224,1
3376,03376_California_Gull_0039_41034.jpg,059.California_Gull/California_Gull_0039_41034.jpg,59,059.California_Gull,0,500,333,294.0,65.0,150.0,101.0,1.4851,224,224,1
3381,03381_California_Gull_0052_41047.jpg,059.California_Gull/California_Gull_0052_41047.jpg,59,059.California_Gull,1,500,406,71.0,96.0,242.0,222.0,1.0901,224,224,0
3462,03462_Glaucous_Winged_Gull_0126_44761.jpg,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0126_44761.jpg,60,060.Glaucous_winged_Gull,1,500,376,115.0,111.0,263.0,191.0,1.377,224,224,1
3585,03585_Herring_Gull_0068_46392.jpg,062.Herring_Gull/Herring_Gull_0068_46392.jpg,62,062.Herring_Gull,0,500,331,105.0,32.0,359.0,274.0,1.3102,224,224,1
3620,03620_Ivory_Gull_0107_49186.jpg,063.Ivory_Gull/Ivory_Gull_0107_49186.jpg,63,063.Ivory_Gull,1,500,375,122.0,113.0,175.0,136.0,1.2868,224,224,0
3640,03640_Ivory_Gull_0005_49021.jpg,063.Ivory_Gull/Ivory_Gull_0005_49021.jpg,63,063.Ivory_Gull,1,500,333,173.0,48.0,238.0,166.0,1.4337,224,224,1
3702,03702_Ring_Billed_Gull_0054_51414.jpg,064.Ring_billed_Gull/Ring_Billed_Gull_0054_51414.jpg,64,064.Ring_billed_Gull,1,500,375,28.0,47.0,469.0,321.0,1.4611,224,224,1
3751,03751_Slaty_Backed_Gull_0024_796028.jpg,065.Slaty_backed_Gull/Slaty_Backed_Gull_0024_796028.jpg,65,065.Slaty_backed_Gull,0,500,284,35.0,28.0,310.0,226.0,1.3717,224,224,0
4288,04288_Florida_Jay_0044_64664.jpg,074.Florida_Jay/Florida_Jay_0044_64664.jpg,74,074.Florida_Jay,0,500,333,12.0,37.0,349.0,282.0,1.2376,224,224,0
4411,04411_Dark_Eyed_Junco_0102_67402.jpg,076.Dark_eyed_Junco/Dark_Eyed_Junco_0102_67402.jpg,76,076.Dark_eyed_Junco,0,500,375,139.0,99.0,265.0,163.0,1.6258,224,224,1
4474,04474_Tropical_Kingbird_0067_69792.jpg,077.Tropical_Kingbird/Tropical_Kingbird_0067_69792.jpg,77,077.Tropical_Kingbird,0,500,375,19.0,31.0,415.0,301.0,1.3787,224,224,0
4602,04602_Belted_Kingfisher_0006_70625.jpg,079.Belted_Kingfisher/Belted_Kingfisher_0006_70625.jpg,79,079.Belted_Kingfisher,0,406,500,59.0,106.0,263.0,243.0,1.0823,224,224,0
4613,04613_Green_Kingfisher_0046_71178.jpg,080.Green_Kingfisher/Green_Kingfisher_0046_71178.jpg,80,080.Green_Kingfisher,0,500,391,62.0,77.0,396.0,249.0,1.5904,224,224,1
4624,04624_Green_Kingfisher_0074_71214.jpg,080.Green_Kingfisher/Green_Kingfisher_0074_71214.jpg,80,080.Green_Kingfisher,0,500,408,120.0,96.0,283.0,187.0,1.5134,224,224,1
4635,04635_Green_Kingfisher_0071_71255.jpg,080.Green_Kingfisher/Green_Kingfisher_0071_71255.jpg,80,080.Green_Kingfisher,1,500,364,27.0,41.0,458.0,279.0,1.6416,224,224,1
4675,04675_Pied_Kingfisher_0002_71698.jpg,081.Pied_Kingfisher/Pied_Kingfisher_0002_71698.jpg,81,081.Pied_Kingfisher,0,333,500,57.0,105.0,268.0,234.0,1.1453,224,224,1
4700,04700_Pied_Kingfisher_0083_72430.jpg,081.Pied_Kingfisher/Pied_Kingfisher_0083_72430.jpg,81,081.Pied_Kingfisher,1,500,341,160.0,121.0,149.0,115.0,1.2957,224,224,0
4913,04913_Horned_Lark_0033_74344.jpg,085.Horned_Lark/Horned_Lark_0033_74344.jpg,85,085.Horned_Lark,0,500,342,96.0,77.0,246.0,219.0,1.1233,224,224,0
5093,05093_Western_Meadowlark_0125_77850.jpg,088.Western_Meadowlark/Western_Meadowlark_0125_77850.jpg,88,088.Western_Meadowlark,1,500,405,117.0,132.0,171.0,189.0,0.9048,224,224,0
5116,05116_Western_Meadowlark_0040_77823.jpg,088.Western_Meadowlark/Western_Meadowlark_0040_77823.jpg,88,088.Western_Meadowlark,1,500,400,122.0,66.0,332.0,315.0,1.054,224,224,1
5278,05278_Mockingbird_0103_79659.jpg,091.Mockingbird/Mockingbird_0103_79659.jpg,91,091.Mockingbird,1,500,409,81.0,48.0,401.0,352.0,1.1392,224,224,1
5297,05297_Mockingbird_0072_80789.jpg,091.Mockingbird/Mockingbird_0072_80789.jpg,91,091.Mockingbird,1,500,361,186.0,39.0,271.0,195.0,1.3897,224,224,1
5304,05304_Mockingbird_0083_79862.jpg,091.Mockingbird/Mockingbird_0083_79862.jpg,91,091.Mockingbird,1,500,375,1.0,19.0,358.0,322.0,1.1118,224,224,0
5317,05317_Mockingbird_0089_80601.jpg,091.Mockingbird/Mockingbird_0089_80601.jpg,91,091.Mockingbird,0,500,326,281.0,52.0,210.0,163.0,1.2883,224,224,1
5321,05321_Mockingbird_0051_79599.jpg,091.Mockingbird/Mockingbird_0051_79599.jpg,91,091.Mockingbird,0,500,336,61.0,55.0,431.0,274.0,1.573,224,224,1
5399,05399_Clark_Nutcracker_0126_85134.jpg,093.Clark_Nutcracker/Clark_Nutcracker_0126_85134.jpg,93,093.Clark_Nutcracker,0,500,399,83.0,104.0,409.0,269.0,1.5204,224,224,1
5417,05417_Clark_Nutcracker_0003_85296.jpg,093.Clark_Nutcracker/Clark_Nutcracker_0003_85296.jpg,93,093.Clark_Nutcracker,1,500,333,53.0,67.0,338.0,223.0,1.5157,224,224,0
5422,05422_Clark_Nutcracker_0093_84809.jpg,093.Clark_Nutcracker/Clark_Nutcracker_0093_84809.jpg,93,093.Clark_Nutcracker,0,500,357,140.0,61.0,235.0,258.0,0.9109,224,224,1
5441,05441_Clark_Nutcracker_0062_85464.jpg,093.Clark_Nutcracker/Clark_Nutcracker_0062_85464.jpg,93,093.Clark_Nutcracker,1,500,333,146.0,82.0,228.0,171.0,1.3333,224,224,1
5450,05450_White_Breasted_Nuthatch_0068_86033.jpg,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0068_86033.jpg,94,094.White_breasted_Nuthatch,1,400,500,83.0,137.0,235.0,196.0,1.199,224,224,0
5454,05454_White_Breasted_Nuthatch_0114_86554.jpg,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0114_86554.jpg,94,094.White_breasted_Nuthatch,1,500,375,111.0,70.0,336.0,244.0,1.377,224,224,1
5509,05509_Baltimore_Oriole_0060_89616.jpg,095.Baltimore_Oriole/Baltimore_Oriole_0060_89616.jpg,95,095.Baltimore_Oriole,0,500,400,219.0,118.0,224.0,190.0,1.1789,224,224,1
5521,05521_Baltimore_Oriole_0083_89712.jpg,095.Baltimore_Oriole/Baltimore_Oriole_0083_89712.jpg,95,095.Baltimore_Oriole,0,500,284,185.0,65.0,254.0,173.0,1.4682,224,224,1
5526,05526_Baltimore_Oriole_0014_87690.jpg,095.Baltimore_Oriole/Baltimore_Oriole_0014_87690.jpg,95,095.Baltimore_Oriole,1,500,311,17.0,27.0,449.0,266.0,1.688,224,224,0
5553,05553_Baltimore_Oriole_0050_89750.jpg,095.Baltimore_Oriole/Baltimore_Oriole_0050_89750.jpg,95,095.Baltimore_Oriole,1,500,375,226.0,186.0,181.0,117.0,1.547,224,224,1
5570,05570_Hooded_Oriole_0024_90157.jpg,096.Hooded_Oriole/Hooded_Oriole_0024_90157.jpg,96,096.Hooded_Oriole,0,500,375,89.0,22.0,358.0,319.0,1.1223,224,224,0
5581,05581_Hooded_Oriole_0091_90821.jpg,096.Hooded_Oriole/Hooded_Oriole_0091_90821.jpg,96,096.Hooded_Oriole,1,477,500,40.0,116.0,410.0,305.0,1.3443,224,224,0
5613,05613_Hooded_Oriole_0014_90594.jpg,096.Hooded_Oriole/Hooded_Oriole_0014_90594.jpg,96,096.Hooded_Oriole,0,280,420,53.0,56.0,214.0,144.0,1.4861,224,224,1
5648,05648_Orchard_Oriole_0035_92003.jpg,097.Orchard_Oriole/Orchard_Oriole_0035_92003.jpg,97,097.Orchard_Oriole,1,500,375,259.0,147.0,177.0,112.0,1.5804,224,224,1
5745,05745_Ovenbird_0050_92672.jpg,099.Ovenbird/Ovenbird_0050_92672.jpg,99,099.Ovenbird,1,500,357,155.0,40.0,293.0,311.0,0.9421,224,224,1
5748,05748_Ovenbird_0047_93203.jpg,099.Ovenbird/Ovenbird_0047_93203.jpg,99,099.Ovenbird,0,333,500,67.0,125.0,233.0,266.0,0.8759,224,224,1
5750,05750_Ovenbird_0022_92702.jpg,099.Ovenbird/Ovenbird_0022_92702.jpg,99,099.Ovenbird,1,500,335,207.0,125.0,167.0,128.0,1.3047,224,224,1
5751,05751_Ovenbird_0093_92705.jpg,099.Ovenbird/Ovenbird_0093_92705.jpg,99,099.Ovenbird,0,500,333,106.0,112.0,246.0,153.0,1.6078,224,224,0
5752,05752_Ovenbird_0033_93232.jpg,099.Ovenbird/Ovenbird_0033_93232.jpg,99,099.Ovenbird,0,500,333,174.0,109.0,158.0,154.0,1.026,224,224,0
5757,05757_Ovenbird_0095_92796.jpg,099.Ovenbird/Ovenbird_0095_92796.jpg,99,099.Ovenbird,0,399,433,97.0,61.0,158.0,321.0,0.4922,224,224,1
5774,05774_Ovenbird_0099_93148.jpg,099.Ovenbird/Ovenbird_0099_93148.jpg,99,099.Ovenbird,0,500,318,46.0,48.0,332.0,258.0,1.2868,224,224,0
5780,05780_Ovenbird_0112_93018.jpg,099.Ovenbird/Ovenbird_0112_93018.jpg,99,099.Ovenbird,1,500,333,77.0,39.0,401.0,268.0,1.4963,224,224,1
5791,05791_Ovenbird_0094_92577.jpg,099.Ovenbird/Ovenbird_0094_92577.jpg,99,099.Ovenbird,0,500,420,119.0,152.0,246.0,163.0,1.5092,224,224,0
5795,05795_Ovenbird_0101_93104.jpg,099.Ovenbird/Ovenbird_0101_93104.jpg,99,099.Ovenbird,0,500,354,74.0,72.0,190.0,250.0,0.76,224,224,0
5802,05802_Ovenbird_0137_92639.jpg,099.Ovenbird/Ovenbird_0137_92639.jpg,99,099.Ovenbird,1,500,334,177.0,2.0,263.0,285.0,0.9228,224,224,1
5803,05803_Ovenbird_0135_93168.jpg,099.Ovenbird/Ovenbird_0135_93168.jpg,99,099.Ovenbird,1,500,350,121.0,121.0,211.0,145.0,1.4552,224,224,0
5804,05804_Ovenbird_0102_93172.jpg,099.Ovenbird/Ovenbird_0102_93172.jpg,99,099.Ovenbird,1,500,359,107.0,119.0,305.0,231.0,1.3203,224,224,1
6042,06042_American_Pipit_0082_99867.jpg,104.American_Pipit/American_Pipit_0082_99867.jpg,104,104.American_Pipit,1,500,333,24.0,109.0,229.0,137.0,1.6715,224,224,0
6053,06053_American_Pipit_0019_99810.jpg,104.American_Pipit/American_Pipit_0019_99810.jpg,104,104.American_Pipit,1,500,363,22.0,106.0,273.0,231.0,1.1818,224,224,0
6056,06056_American_Pipit_0059_99628.jpg,104.American_Pipit/American_Pipit_0059_99628.jpg,104,104.American_Pipit,0,500,352,97.0,89.0,207.0,233.0,0.8884,224,224,0
6081,06081_American_Pipit_0062_100000.jpg,104.American_Pipit/American_Pipit_0062_100000.jpg,104,104.American_Pipit,1,500,375,186.0,54.0,247.0,274.0,0.9015,224,224,1
6093,06093_American_Pipit_0119_99622.jpg,104.American_Pipit/American_Pipit_0119_99622.jpg,104,104.American_Pipit,0,500,400,195.0,133.0,250.0,163.0,1.5337,224,224,1
6188,06188_Horned_Puffin_0056_101030.jpg,106.Horned_Puffin/Horned_Puffin_0056_101030.jpg,106,106.Horned_Puffin,1,500,357,48.0,66.0,202.0,251.0,0.8048,224,224,0
6305,06305_White_Necked_Raven_0050_797374.jpg,108.White_necked_Raven/White_Necked_Raven_0050_797374.jpg,108,108.White_necked_Raven,1,500,327,49.0,34.0,339.0,279.0,1.2151,224,224,0
6363,06363_American_Redstart_0033_103783.jpg,109.American_Redstart/American_Redstart_0033_103783.jpg,109,109.American_Redstart,1,500,333,174.0,107.0,248.0,146.0,1.6986,224,224,1
