img_id,cattr_sat_mean,cattr_val_mean,cattr_edge_density,cattr_texture_entropy,cattr_lbp_energy,cattr_lbp_entropy,cattr_fg_area_ratio,cattr_fg_aspect_ratio,cattr_centroid_x,cattr_centroid_y,cattr_symmetry_lr,cattr_grad_anisotropy,cattr_upper_lower_mass_ratio,cattr_hu1,cattr_hu2,cattr_hu3,cattr_bbox_ratio,cattr_color_red_ratio,cattr_color_orange_ratio,cattr_color_yellow_ratio,cattr_color_green_ratio,cattr_color_cyan_ratio,cattr_color_blue_ratio,cattr_color_magenta_ratio,cattr_color_white_ratio,cattr_color_gray_ratio,cattr_color_black_ratio,cattr_color_green_present
773,0.5170933604240417,0.596879780292511,0.1999561543367347,4.234494788963858,0.04474963992834091,5.238235877269512,0.9303651147959183,1.0,0.4974298963524413,0.49736572781435234,0.8732608556747437,0.014148891405730637,1.02639232510217,0.17461271577461512,8.875632822574085e-07,5.463584331454422e-07,1.3,0.0074338329081632655,0.01572464923469388,0.38928970025510207,0.29061702806122447,0.08693399234693877,0.13406808035714285,0.003547512755102041,0.01602359693877551,0.036611128826530615,0.025948660714285716,1.0
775,0.2817472517490387,0.5502910017967224,0.19999601403061223,4.472238230372552,0.03906721621751785,5.364081542050334,0.4799107142857143,1.0564102564102564,0.48714598572769396,0.3936344472088554,0.7794555425643921,0.012896701172462197,1.9426860275570002,0.20152510063720255,0.005515663133193684,0.00010404351522426784,1.4965,5.978954081632653e-05,0.05725845025510204,0.05096061862244898,0.0008569834183673469,0.01594387755102041,0.3550302933673469,0.0,0.07916135204081633,0.4326769770408163,0.015027104591836735,0.0
791,0.24833698570728302,0.36013567447662354,0.1997967155612245,4.120629632053539,0.04890631511807442,4.9628927363845765,0.7305086096938775,1.0,0.5081452516454318,0.4878317931763301,0.8616963624954224,0.16261735191369678,1.2067429228255468,0.23417365285364827,0.000278097315690085,2.980755493878912e-05,1.676,0.0003587372448979592,0.021504304846938774,0.030911192602040817,0.4346500318877551,0.019112723214285716,0.13584183673469388,0.0001992984693877551,0.019909917091836735,0.2415497448979592,0.15497448979591838,1.0
839,0.5200498104095459,0.6332610845565796,0.19973692602040816,4.072991307816713,0.04321105033159256,5.044517352332651,0.953742825255102,1.0,0.4968836634208439,0.5006677964497575,0.8527410626411438,0.013272749567826746,0.9942907151788776,0.168875646373617,2.2623667741778112e-07,3.517910030274056e-08,1.5366,0.02879862882653061,0.8216278698979592,0.04081632653061224,0.013970822704081632,0.0003587372448979592,0.059091996173469385,0.012675382653061224,0.00936702806122449,0.013014190051020409,0.002570950255102041,1.0
853,0.42712414264678955,0.37355121970176697,0.19987643494897958,3.921084886459662,0.0394795797765255,5.231536038572884,0.8692602040816326,1.0,0.5064827898759331,0.47832253519504914,0.8819949626922607,0.03754117952685866,1.171462708203895,0.18714642171348772,2.966609460260194e-06,8.376734874602837e-07,1.297,0.04544005102040816,0.10493064413265306,0.07489636479591837,0.5635762117346939,0.004603794642857143,0.057318239795918366,0.0040058992346938774,0.00023915816326530612,0.09809470663265306,0.0963608099489796,1.0
892,0.21345524489879608,0.33122575283050537,0.19947783801020408,3.6759068106683914,0.04278748482465744,5.046659766500259,0.6280691964285714,1.0,0.5533938791813219,0.5264705472206673,0.880582869052887,0.07008375538897599,0.8469202390203746,0.24483443142428246,0.00023279737213088977,0.00030543768438040124,1.1872,0.009107940051020409,0.01118064413265306,0.057138871173469385,0.07808514030612244,0.015963807397959183,0.26624282525510207,0.06594786352040816,0.0,0.4028419961734694,0.11324139030612244,1.0
894,0.3581202030181885,0.23002739250659943,0.19997608418367346,4.092633468912487,0.06370754539966583,4.71771263392578,0.7958585778061225,1.0,0.49987641856162884,0.4300747473992031,0.8499407768249512,0.0741254427803384,1.484167955118628,0.18317193837919254,0.0005050470691780275,1.0366924122929661e-05,1.2727,0.0005580357142857143,0.037966358418367346,0.21456473214285715,0.07001355229591837,0.0014349489795918368,0.0023716517857142855,0.0,0.0023716517857142855,0.17053970025510204,0.5353156887755102,1.0
916,0.300950288772583,0.4134436547756195,0.1953722895408163,2.98170545878353,0.05383717641234398,4.751644589559662,0.6012635522959183,1.0,0.5899372250819636,0.4339703972554015,0.9367667436599731,0.11338764247968135,1.2422147855245749,0.2132578711832873,0.0001747031581474592,0.0003603568893299123,1.5847,0.3341039540816326,0.09859295280612244,0.05996890943877551,0.10218032525510204,0.0,1.992984693877551e-05,5.978954081632653e-05,0.0,0.3896484375,0.0176578443877551,1.0
927,0.19853273034095764,0.4388178586959839,0.19895966198979592,3.342425237295751,0.0687216967344284,4.840723950739401,0.2993861607142857,1.0,0.669504457737023,0.5174204888137159,0.8797346949577332,0.13881293718160792,0.6694821163503364,0.27467420308866924,0.0033648869488824736,0.01331676189038896,1.3863,0.03115035076530612,0.0872329400510204,0.15581154336734693,0.01189811862244898,0.0006975446428571429,0.0,0.0,3.985969387755102e-05,0.694694674744898,0.03366151147959184,1.0
935,0.4864962100982666,0.4819357991218567,0.19886001275510204,4.038567664702871,0.04968089237809181,5.076656352232137,0.7897201849489796,1.0,0.48530126890268915,0.5026614420506147,0.8443658351898193,0.011353191629394107,1.0132608473058184,0.2040033213444367,0.0002625138675575418,0.00014555065292620934,0.9015,0.19762436224489796,0.09610172193877552,0.044025031887755105,0.4262197066326531,0.009865274234693877,0.00705516581632653,0.01215720663265306,0.011499521683673469,0.1753826530612245,0.04434390943877551,1.0
937,0.267903596162796,0.5992564558982849,0.19999601403061223,4.482534092569398,0.04016369953751564,5.110405131218219,0.44435586734693877,1.0,0.5716650093885609,0.5226451767575595,0.7924257516860962,0.08720111365908931,0.8501369212179611,0.183278852893545,0.0026113251950835178,0.0005966463954862736,0.9776,0.38438695790816324,0.03884327168367347,0.002889827806122449,0.0002192283163265306,3.985969387755102e-05,5.978954081632653e-05,0.00015943877551020407,0.1279296875,0.42600047831632654,0.025849011479591837,0.0
947,0.36314553022384644,0.7428238391876221,0.19989636479591838,4.489985708512755,0.05553554743528366,4.82042659822608,0.6708585778061225,1.0,0.5841173195737026,0.48047367027856086,0.7852867841720581,0.02838716581724862,1.1003993494828288,0.23772471034655573,0.0006344749652554296,0.0007268888238492603,1.6534,0.2842394770408163,0.4082629145408163,0.0,0.0,0.0,0.0,7.971938775510203e-05,0.21613919005102042,0.0905014349489796,0.0023716517857142855,0.0
998,0.13613462448120117,0.5932092666625977,0.19989636479591838,4.2278340136474775,0.04256182536482811,5.099871545957001,0.10817920918367346,1.0,0.5036275945025132,0.5394326379411191,0.832073450088501,0.11438350058248702,0.9631103107612604,1.9587964550602106,0.6689990750096956,0.7394389072906056,1.2484,0.002152423469387755,0.0696548150510204,0.028439891581632654,0.011639030612244899,0.0,0.003926179846938775,0.0023716517857142855,0.04534040178571429,0.8132573341836735,0.029456313775510203,1.0
999,0.30447447299957275,0.3337060511112213,0.19973692602040816,3.844208476912983,0.04409325495362282,5.339609033753682,0.6818797831632653,1.0,0.4297211615311803,0.47575062367934245,0.8691140413284302,0.1255851805785798,1.1646210273756725,0.2280778782877291,0.0002670587981671805,0.00020636925273131686,1.4695,0.0007573341836734694,0.02431441326530612,0.0038863201530612247,0.4428810586734694,0.06405452806122448,0.15425701530612246,1.992984693877551e-05,0.040338010204081634,0.24170918367346939,0.1687061543367347,1.0
1014,0.2917834520339966,0.5212363004684448,0.1998565051020408,3.6921092506339117,0.06289368867874146,5.007322912877942,0.6455078125,1.0476190476190477,0.46032084468693146,0.49619860698429563,0.9057503938674927,0.07756185003904435,0.893539902175312,0.2831665183363007,0.000632059823762367,0.0003266827927480641,1.1164,0.00015943877551020407,0.003308354591836735,0.03555484693877551,0.6097138073979592,7.971938775510203e-05,0.009526466836734694,0.0,0.028778698979591837,0.2775031887755102,0.03966039540816327,1.0
1047,0.36866775155067444,0.5859647393226624,0.19987643494897958,4.4748418238540495,0.04071687161922455,5.107022268241755,0.7397161989795918,1.0,0.482898120400132,0.5020243164443362,0.8522765636444092,0.06885998858611823,1.0734037194338013,0.2525959517081867,3.471893250510527e-05,2.5099006934490574e-05,0.9718,0.001096141581632653,0.023776307397959183,0.5069953762755102,0.15864158163265307,0.0,0.0003985969387755102,0.0003786670918367347,0.059650031887755105,0.16848692602040816,0.08629623724489796,1.0
1062,0.3413774073123932,0.4550281763076782,0.1994579081632653,4.064082584356795,0.03924084082245827,5.403781388468051,0.6582629145408163,1.0,0.5498671027919886,0.4205737395877274,0.8387492299079895,0.018847737281880137,1.6404188855489417,0.1937875987723388,0.00029665706286749894,0.00047869569707988205,1.3512,0.2124920280612245,0.055385044642857144,0.0036073022959183672,0.0,0.0015345982142857143,0.3514030612244898,0.003985969387755102,0.025550063775510203,0.28848453443877553,0.07553411989795919,0.0
1083,0.8289952874183655,0.36492833495140076,0.19931839923469388,3.666813498063301,0.07314205169677734,4.690915404908429,0.9620137117346939,1.0,0.49935071872436526,0.5006985185164541,0.8821234703063965,0.027065316293435376,0.9966907963114877,0.16677614504008745,5.670729352261788e-07,9.938888858226018e-08,1.5039,0.0,0.10670440051020408,0.24314413265306123,0.6210738201530612,3.985969387755102e-05,0.0,0.0,0.0009367028061224489,0.00701530612244898,0.05879304846938776,1.0
1146,0.5468925833702087,0.5499180555343628,0.19983657525510204,3.7587507381775014,0.058844905346632004,5.034428824453193,0.8430325255102041,1.0,0.46837123260079083,0.49241325573259553,0.8576216697692871,0.06109170867105797,1.0100741302733607,0.18893171559608143,4.759896293978541e-05,0.0001176386724624995,1.4607,0.0036073022959183672,0.0447624362244898,0.4438376913265306,0.31845902423469385,0.00033880739795918367,0.026486766581632654,0.003308354591836735,0.002969547193877551,0.1227279974489796,0.04420440051020408,1.0
1148,0.38002678751945496,0.5836789608001709,0.19987643494897958,4.481492687293691,0.04525837302207947,4.9922323307844305,0.7933075573979592,1.0,0.5124481849013943,0.4969141605686466,0.8122810125350952,0.09287547231261169,1.0648959891953569,0.21057389039920055,8.25154450254446e-05,4.187933129023742e-05,1.3663,0.007912149234693877,0.34731744260204084,0.3540736607142857,0.0946468431122449,0.0,0.0005181760204081633,0.0009367028061224489,0.08693399234693877,0.0924545599489796,0.023238201530612245,1.0
1152,0.3976384699344635,0.44003742933273315,0.19999601403061223,4.607262357919554,0.041606150567531586,4.990488453080724,0.7618981186224489,1.0,0.5135373129618805,0.491381240757404,0.7753887176513672,0.08939539136553269,1.0843465448361125,0.20231814509048826,0.00039412132122671774,2.9843330157861207e-06,1.1043,0.021205357142857144,0.11094945790816327,0.028380102040816327,0.07286352040816327,0.040517378826530615,0.3608498086734694,0.02295918367346939,0.01775749362244898,0.24892378826530612,0.11082987882653061,1.0
1165,0.2563112676143646,0.4867088496685028,0.19997608418367346,4.229747318365798,0.042204469442367554,5.195840960719671,0.5450414540816326,1.0,0.5916027667971228,0.5049426065374961,0.8054016828536987,0.03911598299764527,0.8876311449607329,0.25127127371500213,0.0013587077895296617,0.0006126494442494828,1.4324,0.007752710459183673,0.03360172193877551,0.1610530931122449,0.03443877551020408,0.0,0.2575733418367347,0.04061702806122449,0.032904177295918366,0.40561224489795916,0.04488201530612245,1.0
1166,0.4473682641983032,0.5671147704124451,0.1997967155612245,4.139916221898506,0.054249003529548645,4.918791321013831,0.5982342155612245,1.0,0.505461404456757,0.537230546935212,0.7095667719841003,0.0035962893282198965,0.9354568325612606,0.23271361009822855,0.0020347036343772136,0.0006120347899679337,1.5699,0.0034080038265306123,0.5346978635204082,0.02955596301020408,0.0,0.0,0.0,0.0,0.34861288265306123,0.045619419642857144,0.06692442602040816,0.0
1171,0.13090002536773682,0.46251627802848816,0.19987643494897958,4.617492574880419,0.0527547225356102,4.796332543025306,0.2224968112244898,1.0891089108910892,0.5288294534160892,0.7463166359518825,0.7901105880737305,0.2218804273932112,0.044633689499607,0.44888841383344996,0.04993776136045061,0.0077264412516873104,0.7043,3.985969387755102e-05,0.05351163903061224,0.019232302295918366,0.022082270408163265,0.041314572704081634,0.029017857142857144,0.0,0.17045998086734693,0.5913783482142857,0.10034677933673469,1.0
1174,0.2621031403541565,0.44374895095825195,0.19997608418367346,4.609055321614655,0.0444299690425396,5.0158682975211875,0.5721261160714286,1.0,0.5329665222822639,0.48669915510990036,0.793875515460968,0.09330590042946733,1.180223282052524,0.27273458322601885,0.0002983447955538736,4.942115691968683e-05,1.5269,0.08759167729591837,0.24021444515306123,0.021205357142857144,0.004384566326530612,7.971938775510203e-05,0.1298030931122449,0.016302614795918366,0.052455357142857144,0.3660514987244898,0.12228954081632654,0.0
1405,0.20894837379455566,0.384137362241745,0.19981664540816327,4.342453659951079,0.04552850499749184,5.175155649349252,0.6817402742346939,1.0,0.5682783832171345,0.5707789859181001,0.824599027633667,0.022304881774056682,0.7111200076271428,0.21334756818493683,0.0037313130914660257,0.0013543760249671306,1.63,0.028121014030612245,0.33238998724489793,0.005002391581632653,1.992984693877551e-05,5.978954081632653e-05,0.04498166454081633,0.0022520727040816328,0.004245057397959184,0.2868702168367347,0.3220065369897959,0.0
1419,0.22189994156360626,0.4572050869464874,0.19997608418367346,4.4872615911416,0.06212763488292694,4.9722650148575225,0.38321109693877553,1.0,0.5876354177064278,0.45434278859025656,0.776603102684021,0.011624595652099804,1.4997399733002126,0.36372571093744765,0.0009519856299866963,0.009350619400741859,1.5273,0.05365114795918367,0.004245057397959184,0.08161272321428571,0.01313376913265306,0.0,0.05727838010204082,0.05701929209183673,0.03575414540816327,0.5495455994897959,0.17823262117346939,1.0
1422,0.20942652225494385,0.5957092642784119,0.19999601403061223,4.725683684390253,0.036111295223236084,5.263884169522376,0.43722098214285715,1.0,0.5303186272606003,0.49604204592886514,0.7449670433998108,0.005517717971059089,1.0999329927183699,0.267242874962598,0.0034657748564298732,0.0011728041962732623,1.4509,0.016980229591836735,0.06744260204081633,0.06259964923469388,0.040357940051020405,3.985969387755102e-05,0.1035953443877551,0.017916932397959183,0.2826650191326531,0.26552535076530615,0.1643016581632653,1.0
1426,0.2947262227535248,0.39808371663093567,0.19987643494897958,4.516544262628442,0.04494938626885414,4.914308131658349,0.9204998405612245,1.0,0.49607731331229904,0.5005862791550939,0.7474685311317444,0.04465455366826089,0.9971893107630003,0.17344884794722976,7.0643954921880005e-06,6.831554991803254e-07,1.2673,0.003866390306122449,0.2916932397959184,0.277523118622449,0.036053093112244895,0.0,0.0,1.992984693877551e-05,0.024832589285714284,0.09691884566326531,0.2817482461734694,1.0
1444,0.14676246047019958,0.39349621534347534,0.19917889030612246,4.494944351736246,0.0386689193546772,5.234078230477032,0.4226921237244898,1.0,0.6402999234397277,0.45418128821274156,0.7726035714149475,0.07636320662788619,1.729952351251069,0.28926930930097694,0.0027970364237822486,0.004516767260231611,0.9644,0.0016741071428571428,0.0914779974489796,0.014807876275510204,0.004065688775510204,0.028778698979591837,0.03186782525510204,0.0003985969387755102,0.11736686862244898,0.44029017857142855,0.2880261479591837,0.0
1454,0.35505273938179016,0.34574055671691895,0.19997608418367346,4.479477163609854,0.04081307351589203,5.229421803091663,0.8056441326530612,1.0,0.4928518910313014,0.49336750179043837,0.7839282751083374,0.04403186732016989,1.0271801811935728,0.19498516279787187,0.0004691253936994363,1.4621367916268873e-05,1.5569,0.003567442602040816,0.43026546556122447,0.13538345025510204,3.985969387755102e-05,0.0,0.0002192283163265306,0.0001992984693877551,0.016641422193877552,0.15790417729591838,0.3614875637755102,0.0
1506,0.17051205039024353,0.8247741460800171,0.1993781887755102,3.4335147679058013,0.043009333312511444,5.2460414730846425,0.281429368622449,1.0,0.5183041635982157,0.28154169139687324,0.7881813645362854,0.04891641476558258,4.3814783352342666,0.5056510993251272,0.058483227745220745,0.015250125270448394,1.5101,0.0,0.0,0.0,0.0,0.2326610331632653,0.07672991071428571,0.000896843112244898,0.4381576849489796,0.25155452806122447,0.0,0.0
1521,0.39959225058555603,0.41743940114974976,0.19993622448979592,4.047725284574402,0.05385706573724747,4.921894629401008,0.9624521683673469,1.0,0.49951732342747535,0.49902647533929434,0.7888428568840027,0.13773977860134431,1.0044828158258075,0.16686298432593016,2.9713356560380074e-07,7.299147537047138e-08,1.6571,0.000817123724489796,0.02939652423469388,0.5747767857142857,0.11186623086734694,3.985969387755102e-05,0.018395248724489797,0.00031887755102040814,0.002032844387755102,0.013671875,0.26247608418367346,1.0
1582,0.30903297662734985,0.5996859669685364,0.1999561543367347,4.826492519154913,0.035246387124061584,5.320056540343911,0.8267099808673469,1.0,0.46900223269327584,0.52105102308983,0.7333681583404541,0.06790708735306963,0.8179865909481319,0.20021076760622342,0.00024595418309948826,0.00011604297891119178,1.2615,0.006796077806122449,0.26157924107142855,0.4444953762755102,0.007792570153061225,0.0,0.00253109056122449,0.00023915816326530612,0.012595663265306123,0.1397281568877551,0.14261798469387754,0.0
1621,0.1633034497499466,0.48066288232803345,0.1999561543367347,4.684681747738237,0.03764142841100693,5.351282435190688,0.4483617665816326,1.0,0.4934244346680205,0.5987632431708383,0.758395254611969,0.07010287611283256,0.5093592836693688,0.2517258613824316,0.0019057909062010132,0.005785585111860276,1.6517,0.026805644132653062,0.14475047831632654,0.002311862244897959,0.0007174744897959184,3.985969387755102e-05,0.013592155612244899,0.0004982461734693878,0.1312579719387755,0.41735092474489793,0.27566964285714285,0.0
1624,0.21956190466880798,0.5742404460906982,0.19951769770408162,2.77160140493085,0.08398192375898361,4.819227707579627,0.3365951849489796,0.9863636363636363,0.4897413791501195,0.4338486031319773,0.710349440574646,0.01880435968879962,1.9169256942939001,0.2476139105569175,0.0034853790322707085,0.01179765269293193,1.6938,0.0,0.00023915816326530612,0.0,0.0,0.0005580357142857143,0.14237882653061223,1.992984693877551e-05,0.5183155293367347,0.1348453443877551,0.28501674107142855,0.0
1627,0.2900797128677368,0.30705156922340393,0.19997608418367346,4.307440054276713,0.04231715947389603,5.04514166349038,0.6646205357142857,1.0,0.4395318077982907,0.5115864714592844,0.820389986038208,0.053284132138051284,0.7685617340932983,0.2406038174810562,0.0003804632678756164,0.0016274078917607009,1.3481,1.992984693877551e-05,0.01793686224489796,0.10168207908163265,0.2530094068877551,3.985969387755102e-05,0.00936702806122449,1.992984693877551e-05,0.015385841836734694,0.3013392857142857,0.38960857780612246,1.0
1659,0.3568544089794159,0.6530973315238953,0.19870057397959184,3.9010544098192765,0.0664038136601448,4.75829781739043,0.6934191645408163,1.0,0.4741139750418845,0.5279755128312368,0.896553635597229,0.08998356861324137,0.8433377504266715,0.2724801627475527,0.0010556890266267753,0.000493966994983484,1.52,0.0,0.0,0.0,0.0,0.02311862244897959,0.6948341836734694,0.0,0.009526466836734694,0.2725207270408163,0.0,0.0
1685,0.0920690968632698,0.5162292122840881,0.19983657525510204,4.130571431827872,0.04544449225068092,5.178624720286306,0.3427136479591837,1.0,0.5654414886348582,0.41454655739107127,0.7300154566764832,0.0686377354930858,2.4543992838731032,0.271381785629743,0.0012608734853263065,0.009427829128253767,1.5,0.0038863201530612247,0.012635522959183673,3.985969387755102e-05,0.0,0.0,0.019092793367346938,0.0,0.40043048469387754,0.23188376913265307,0.33492107780612246,0.0
1941,0.37890806794166565,0.4118465185165405,0.19997608418367346,4.668170026763202,0.03853394091129303,5.172692596281095,0.7881656568877551,1.0,0.531295849259682,0.544041993060196,0.7578381299972534,0.046785031124008704,0.7852564126884648,0.19641910464414633,0.0004022327730505801,7.588568867749692e-05,1.1004,0.05494658801020408,0.20308514030612246,0.15027104591836735,0.24312420280612246,0.0087890625,0.005400988520408163,0.0,0.018933354591836735,0.19405691964285715,0.181640625,1.0
1960,0.24838827550411224,0.467308908700943,0.19989636479591838,3.8078748152224984,0.05252065509557724,5.166582662204448,0.4038584183673469,0.9954545454545455,0.590056323790539,0.49778794353989225,0.8517202138900757,0.07522877586945068,1.0077281282137291,0.27413736040177883,0.015532983198100784,0.002832561385610261,1.3144,0.10210060586734694,0.2125518176020408,0.08553890306122448,3.985969387755102e-05,0.0,5.978954081632653e-05,0.0,0.04185267857142857,0.5488081951530612,0.01913265306122449,0.0
1964,0.31113672256469727,0.4976595640182495,0.1999561543367347,4.01786123315129,0.04239220544695854,5.119181333980245,0.7914540816326531,1.0,0.5154216863660508,0.44389661617457354,0.8437998294830322,0.006896406830067428,1.4454707733382777,0.20076882545142283,0.0003603014200154051,0.00015785390258392362,1.678,0.2323620854591837,0.4034797512755102,0.17711654974489796,0.0,0.0,0.0,0.0007374043367346938,0.0020926339285714285,0.18249760841836735,0.0025111607142857145,0.0
1976,0.11044855415821075,0.6666648387908936,0.19991629464285715,4.151076353718979,0.045239709317684174,5.0330628697141755,0.16306600765306123,0.7718446601941747,0.7116902135607749,0.40105974725225335,0.837867021560669,0.009067282693227874,2.235270735506239,0.2748485985787028,0.019950698194128702,0.002314088000204097,1.2281,0.1551139987244898,0.009526466836734694,0.0,0.0,0.0,0.0,0.0016541772959183674,0.11748644770408163,0.7130500637755102,0.005381058673469388,0.0
1979,0.10602280497550964,0.5185623168945312,0.19975685586734693,4.169865705487473,0.05376574397087097,4.921975837479357,0.16874601403061223,0.8545454545454545,0.6279689917225462,0.48466189760192696,0.8337075710296631,0.05408495725784432,1.231093528859883,0.7089909834360538,0.052508857109293414,0.18813670791373244,1.5195,0.09183673469387756,0.06269929846938775,3.985969387755102e-05,0.0,0.004065688775510204,0.009626116071428572,0.0024713010204081634,0.055963010204081634,0.7630341198979592,0.01891342474489796,0.0
2131,0.5359164476394653,0.5958463549613953,0.19997608418367346,4.373952697319633,0.04554538428783417,5.081098022957043,0.9646045918367347,1.0,0.5,0.5,0.8179459571838379,0.042164628982347706,1.0,0.16666322314049586,0.0,0.0,1.4203,0.00023915816326530612,0.24786750637755103,0.7470304528061225,0.0,0.0,0.0,0.0,0.001136001275510204,0.0015943877551020409,0.007672991071428571,0.0
2357,0.4055456817150116,0.503663957118988,0.1995575573979592,4.1829799631055185,0.0398765504360199,5.209457209083508,0.6357820471938775,1.0,0.5697499115466951,0.4907923518429986,0.854943037033081,0.007597305187652317,1.0581290313171994,0.21219688919313678,0.0008963943578722308,0.00022588358424273456,1.2016,0.22879464285714285,0.18598533163265307,0.003946109693877551,1.992984693877551e-05,0.0005779655612244898,0.15431680484693877,0.0016143176020408164,0.0015345982142857143,0.3550502232142857,0.08081552933673469,0.0
